Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,"AAA87544",LOS ALAMOS,(505) 662-4201,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,NULL,5,0,NULL,-1,NULL,0,NULL,1,NULL,NULL,5,POINT (-106.319765 35.882165)
260050,MOSAIC MEDICAL CENTER - MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,"AAA64468",NODAWAY,(660) 562-2600,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-94.874038 40.326053)
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,"AAA14642",MONROE,(585) 275-2121,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,2,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-77.623692 43.124394)
334060,KIRBY FORENSIC PSYCHIATRIC CENTER,WARD ISLAND,NEW YORK,NY,"AAA10035",NEW YORK,(212) 427-9003,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
371314,THE PHYSICIANS' HOSPITAL IN ANADARKO,1002 E CENTRAL BLVD,ANADARKO,OK,"AAA73005",CADDO,(405) 247-8236,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,5,NULL,16,0,NULL,NULL,16,NULL,16,NULL,5,NULL,16,POINT (-98.227NULL 35.07227)
030130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,"AAA85140",PINAL,(480) 394-4030,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-111.563447 33.214839)
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,"AAA08901",MIDDLESEX,(732) 745-8600,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,NULL,1,NULL,-1,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,NULL,5,POINT (-74.45913 40.501846)
320058,MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO,NM,"AAA88340",OTERO,(505) 464-4441,Acute Care Hospitals,Government - Federal,false,NULL,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16
281343,WEST HOLT MEMORIAL HOSPITAL,406 W NEELY ST,ATKINSON,NE,"AAA68713",HOLT,(402) 925-2811,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-98.98236 42.52853)
070020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,"AAA06457",MIDDLESEX,(860) 344-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,-1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-72.647633 41.554865)
030138,WESTERN REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,"AAA85338",MARICOPA,(623) 207-3518,Acute Care Hospitals,Proprietary,false,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,POINT (-112.362571 33.452804)
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,"AAA90027",LOS ANGELES,(213) 413-3000,Acute Care Hospitals,Proprietary,true,true,1,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-118.291753 34.096116)
114029,EAST CENTRAL REGIONAL HOSPITAL,3405 MIKE PADGETT HWY,AUGUSTA,GA,"AAA30906",RICHMOND,(706) 792-7006,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-82.005522 33.397834)
260078,OZARKS MEDICAL CENTER,1100 KENTUCKY AVE,WEST PLAINS,MO,"AAA65775",HOWELL,(417) 256-9111,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-91.875552 36.737NULL2)
114019,GEORGIA REGIONAL HOSPITAL ATLANTA,3073 PANTHERSVILLE ROAD,DECATUR,GA,"AAA30034",DE KALB,(404) 243-2100,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-84.271981 33.694288)
050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,CA,"AAA95482",MENDOCINO,(707) 462-3111,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,NULL,0,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-123.2038 39.153019)
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,WA,NULL350,BENTON,(509) 786-2222,Critical Access Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,0,NULL,NULL,5,1,NULL,0,NULL,NULL,5,NULL,5,0,NULL,POINT (-119.763502 46.20763)
370041,BRISTOW MEDICAL CENTER,700 W. 7TH STREET,BRISTOW,OK,"AAA74010",CREEK,(918) 367-2215,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,NULL,5,NULL,5,-1,NULL,NULL,16,-1,NULL,1,NULL,NULL,5,POINT (-96.400714 35.833838)
390278,EAGLEVILLE HOSPITAL,100 EAGLEVILLE RD,EAGLEVILLE,PA,"AAA19408",MONTGOMERY,(215) 539-6000,Acute Care Hospitals,Voluntary non-profit - Private,false,NULL,NULL,16,NULL,16,NULL,5,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,POINT (-75.41192 40.15588)
010034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,"AAA36078",ELMORE,(334) 283-6541,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,1,NULL,0,NULL,0,NULL,0,NULL,NULL,5,POINT (-85.911NULL6 32.535293)
390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,"AAA19063",DELAWARE,(610) 566-9400,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-75.429889 39.914319)
104074,PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FORT MYERS,FL,"AAA33908",LEE,(239) 332-0125,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-81.909271 26.51088)
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,"AAA92555",RIVERSIDE,(951) 251-6000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,17,NULL,16,0,NULL,NULL,5,0,NULL,0,NULL,NULL,5,NULL,16,POINT (-117.187121 33.895697)
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,"AAA92404",SAN BERNARDINO,(909) 883-8711,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-117.27876 34.134331)
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,"AAA43935",BELMONT,(740) 633-4205,Acute Care Hospitals,Voluntary non-profit - Other,true,true,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,1,NULL,NULL,5,POINT (-80.720889 40.098644)
060096,VAIL HEALTH HOSPITAL,181 W MEADOW DR,VAIL,CO,"AAA81657",EAGLE,(970) 476-2451,Acute Care Hospitals,Voluntary non-profit - Other,true,NULL,4,NULL,NULL,5,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-106.382866 39.642949)
464014,PROVO CANYON BEHAVIORAL HOSPITAL,1350 EAST 750 NORTH,OREM,UT,"AAA84097",UTAH,(801) 852-2273,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-111.663668 40.311262)
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,"AAA28352",SCOTLAND,(910) 291-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-79.47042 34.7517)
450659,PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON,TX,"AAA77004",HARRIS,(713) 527-5019,Acute Care Hospitals,Proprietary,true,true,5,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-95.388045 29.722375)
330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,"AAA13326",OTSEGO,(607) 547-3456,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL
430014,AVERA ST LUKES,305 S STATE ST  POST OFFICE BOX 4450,ABERDEEN,SD,"AAA57401",BROWN,(605) 622-5000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-98.47935 45.461795)
050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,"AAA94538",ALAMEDA,(510) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,0,NULL,NULL,5,0,NULL,NULL,5,NULL,5,NULL,16,POINT (-121.975769 37.550913)
180013,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,"AAA42101",WARREN,(270) 745-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-86.430232 36.NULL6366)
670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,"AAA78945",FAYETTE,(979) 242-2200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,1,NULL,0,NULL,0,NULL,0,NULL,-1,NULL
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,"AAA33901",LEE,(239) 332-1111,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-81.872295 26.626924)
171313,KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,"AAA67860",KEARNY,(620) 355-7111,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-101.251036 37.945971)
351307,ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,BOTTINEAU,ND,"AAA58318",BOTTINEAU,(701) 228-9300,Critical Access Hospitals,Voluntary non-profit - Church,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-100.449079 48.82919)
310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE,BELLEVILLE,NJ,"AAA07109",ESSEX,(973) 450-2002,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL
240001,NORTH MEMORIAL HEALTH,3300 OAKDALE NORTH,ROBBINSDALE,MN,"AAA55422",HENNEPIN,(763) 520-5200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-93.321172 45.014214)
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,"AAA79606",TAYLOR,(329) 691-0030,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-NULL.745009 32.371613)
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,OH,"AAA45679",ADAMS,(937) 386-3400,Critical Access Hospitals,Government - Local,true,true,2,NULL,0,NULL,NULL,5,-1,NULL,0,NULL,NULL,5,0,NULL,-1,NULL,POINT (-83.585612 38.933848)
134010,STATE HOSPITAL SOUTH,700 EAST ALICE STREET,BLACKFOOT,ID,"AAA83221",BINGHAM,(208) 785-1200,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-112.336601 43.187269)
131303,NELL J REDFIELD MEMORIAL HOSPITAL,150 NORTH 200 WEST,MALAD,ID,"AAA83252",ONEIDA,(208) 766-2231,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,0,NULL,NULL,5,POINT (-112.250759 42.189638)
410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,"AAA02905",PROVIDENCE,(401) 274-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,NULL,16,0,NULL,NULL,5,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-71.411562 41.8102)
050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,"AAA90033",LOS ANGELES,(323) 226-2800,Acute Care Hospitals,Government - Local,true,true,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-118.210308 34.059872)
374012,"BROOKHAVEN HOSPITAL, INC",201 SOUTH GARNETT ROAD,TULSA,OK,"AAA74128",TULSA,(918) 438-4257,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.851194 36.158032)
230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,"AAA48073",OAKLAND,(248) 898-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-83.192142 42.517687)
224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,"AAA02720",BRISTOL,(508) 235-7600,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-71.145552 41.707882)
501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WA,NULL111,WHITMAN,(509) 397-3435,Critical Access Hospitals,Government - Hospital District or Authority,true,true,5,NULL,0,NULL,NULL,5,1,NULL,1,NULL,NULL,5,NULL,5,NULL,5,POINT (-117.375012 46.868919)
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,"AAA85711",PIMA,(520) 873-3000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,NULL,-1,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-110.857838 32.225946)
371325,CORDELL MEMORIAL HOSPITAL,1220 NORTH GLENN ENGLISH STREET,CORDELL,OK,"AAA73632",WASHITA,(580) 832-3339,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,5,NULL,16,0,NULL,NULL,16,NULL,16,NULL,16,NULL,5,POINT (-98.987595 35.302524)
220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,"AAA01950",ESSEX,(978) 463-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-70.889783 42.814358)
190036,OCHSNER MEDICAL CENTER,1516 JEFFERSON HWY,NEW ORLEANS,LA,"AAA70121",JEFFERSON,(504) 842-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-90.145205 29.962771)
200041,NORTHERN LIGHT INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,"AAA04901",KENNEBEC,(207) 861-3000,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-69.661405 44.54269)
520116,WATERTOWN REGIONAL MEDICAL CENTER,125 HOSPITAL DRIVE,WATERTOWN,WI,"AAA53098",DODGE,(920) 261-4210,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-88.6NULL014 43.1NULL903)
521334,THEDACARE MEDICAL CENTER - WAUPACA INC,800 RIVERSIDE DRIVE,WAUPACA,WI,"AAA54981",WAUPACA,(715) 258-1000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-89.075825 44.345333)
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,5252 WEST UNIVERSITY DRIVE,MC KINNEY,TX,"AAA75071",COLLIN,(469) 764-2200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-96.68102 33.218404)
370235,"ST JOHN BROKEN ARROW, INC",1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,"AAA74012",TULSA,(918) NULL4-8100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-95.801578 36.076843)
140122,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,"AAA60521",DU PAGE,(630) 856-9000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-87.920062 41.805329)
171359,GREELEY COUNTY HEALTH SERVICES,506 3RD STREET,TRIBUNE,KS,"AAA67879",GREELEY,(620) 376-4221,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,5,NULL,16,1,NULL,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-101.749762 38.470477)
170190,MANHATTAN SURGICAL HOSPITAL LLC,1829 COLLEGE AVENUE,MANHATTAN,KS,"AAA66502",RILEY,(785) 776-5100,Acute Care Hospitals,Physician,false,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,0,NULL,NULL,16,NULL,16,POINT (-96.598183 39.202826)
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,"AAA88130",ROOSEVELT,(575) 359-1800,Acute Care Hospitals,Government - State,true,NULL,3,NULL,0,NULL,NULL,5,-1,NULL,NULL,16,-1,NULL,0,NULL,NULL,5,POINT (-103.3681NULL 34.165665)
440193,TENNOVA HEALTHCARE-LEBANON,1411 BADDOUR PARKWAY,LEBANON,TN,"AAA37087",WILSON,(615) 444-8262,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-86.328318 36.219173)
050075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,"AAA94611",ALAMEDA,(510) 752-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,17,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,NULL,5,NULL,16,POINT (-122.257589 37.823857)
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,"AAA41031",HARRISON,(859) 234-2300,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,-1,NULL,NULL,5,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-84.276797 38.384822)
360068,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,OH,"AAA43606",LUCAS,(419) 291-7463,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,1,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,POINT (-83.594834 41.670821)
374024,SHADOW MOUNTAIN BEHAVIORAL HEALTH SYSTEM,6262 SOUTH SHERIDAN ROAD,TULSA,OK,"AAA74133",TULSA,(918) 492-8200,Psychiatric,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.904308 36.072662)
110073,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,"AAA31750",BEN HILL,(229) 424-7100,Acute Care Hospitals,Government - Local,true,NULL,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,-1,NULL,0,NULL,NULL,5,POINT (-83.260975 31.697918)
520109,MILE BLUFF MEDICAL CENTER,1050 DIVISION ST,MAUSTON,WI,"AAA53948",JUNEAU,(608) 847-6161,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-90.076778 43.782614)
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,"AAA93003",VENTURA,(805) 652-5011,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-119.257238 34.274184)
050751,MIRACLEMILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,"AAA90036",LOS ANGELES,(323) 930-1040,Acute Care Hospitals,Proprietary,false,NULL,NULL,16,NULL,16,NULL,5,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,POINT (-118.361983 34.057352)
400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,PR,"AAA00912",SAN JUAN,(787) 727-1000,Acute Care Hospitals,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,SUMNER,IA,"AAA50674",BREMER,(563) 578-3275,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,NULL,5,0,NULL,POINT (-92.109691 42.847422)
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,"AAA48230",WAYNE,(313) 343-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,1,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-82.915386 42.384197)
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,"AAA47403",MONROE,(812) 825-1111,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-86.573323 39.121202)
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,"AAA98686",CLARK,(360) 487-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-122.6498NULL 45.721823)
260081,SSM HEALTH ST CLARE HOSPITAL - FENTON,1015 BOWLES,FENTON,MO,"AAA63026",JEFFERSON,(636) 496-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,1,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-90.473625 38.529043)
241309,ESSENTIA HEALTH SANDSTONE,705 LUNDORFF DRIVE SOUTH,SANDSTONE,MN,"AAA55072",PINE,(320) 245-2212,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-92.882967 46.118408)
431307,SANFORD CLEAR LAKE MEDICAL CENTER,701 THIRD AVENUE SOUTH,CLEAR LAKE,SD,"AAA57226",DEUEL,(605) 874-2141,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,16,NULL,16,POINT (-96.68256 44.752678)
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,"AAA33324",BROWARD,(954) 473-6600,Acute Care Hospitals,Proprietary,false,true,1,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,POINT (-80.258429 26.120882)
241371,SANFORD LUVERNE MEDICAL CENTER,1600 N KNISS AVENUE P O BOX 1019,LUVERNE,MN,"AAA56156",ROCK,(507) 283-2321,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-96.212523 43.671605)
250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,"AAA39404",FORREST,(601) 288-7000,Acute Care Hospitals,Government - Local,true,true,1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,1,NULL
341314,WASHINGTON COUNTY HOSP INC,958 US HWY 64 EAST,PLYMOUTH,NC,"AAA27962",WASHINGTON,(252) 793-4135,Critical Access Hospitals,Proprietary,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,NULL,16,NULL,5,POINT (-76.755838 35.847984)
380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,"AAA97045",CLACKAMAS,(503) 657-6915,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-122.588371 45.356647)
